sentence_id	text	lemma	translation	alignment
semeval2013.d008.s016	That it has held up during the world financial crisis is probably because many Latin American countries suffered only a brief recession and have enjoyed a strong recovery .	that it have hold up during the world financial crisis be probably because many latin american country suffer only a brief recession and have enjoy a strong recovery .	Le fait qu'il ait résisté pendant la crise financière mondiale est probablement parce que de nombreux pays d'Amérique latine n'ont subi qu'une brève récession et ont connu une forte reprise.	[(0, 1), (1, 3), (2, 4), (3, 5), (4, 5), (5, 6), (6, 7), (7, 10), (8, 9), (9, 8), (10, 11), (11, 12), (12, 13), (13, 16), (14, 19), (15, 20), (16, 17), (17, 23), (18, 24), (19, 31), (20, 26), (21, 27), (22, 28), (23, 29), (24, 30), (25, 25), (26, 32), (27, 33), (28, 34)]
semeval2013.d008.s017	In addition , a stronger social safety net has helped to shield the poor .	in addition , a stronger social safety_net have help to shield the poor .	De plus, un filet de sécurité sociale plus fort a aidé à protéger les pauvres.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 8), (4, 9), (5, 7), (6, 6), (7, 4), (8, 10), (9, 11), (10, 12), (11, 11), (11, 13), (12, 14), (13, 15), (14, 16)]
semeval2013.d008.s018	( The United Nations ' Economic Commission for Latin America reported this week that the proportion of Latin Americans living in poverty rose only marginally in 2009 and has fallen again this year , to 32 % . -RRB-	( the united_nations ' economic_commission_for_latin_america report this week that the proportion of latin american live in poverty rise only marginally in 2009 and have fall again this year , to 32 % . -rrb-	(La Commission économique des Nations Unies pour l'Amérique latine a rapporté cette semaine que la proportion de Latin Américains vivant dans la pauvreté n'a augmenté que marginalement en 2009 et est tombée à nouveau cette année, à 32%. -Rrb-	[(0, 0), (1, 1), (2, 6), (3, 5), (4, 9), (5, 3), (6, 2), (7, 7), (8, 10), (9, 9), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 18), (18, 20), (19, 21), (20, 22), (21, 24), (22, 27), (23, 28), (24, 29), (25, 30), (26, 31), (27, 32), (28, 26), (28, 33), (29, 27), (30, 36), (31, 37), (32, 38), (33, 39), (34, 40), (35, 41), (36, 42), (37, 43), (38, 44)]
semeval2013.d008.s019	But the mood varies widely from country to country ( see chart 4 ) .	but the mood vary widely from country to country ( see chart 4 ) .	Mais l'ambiance varie considérablement d'un pays à l'autre (voir graphique 4).	[(0, 0), (1, 1), (2, 2), (3, 2), (3, 3), (4, 4), (5, 5), (6, 7), (7, 8), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16)]
semeval2013.d008.s020	Brazil 's strong economic performance and the popularity of its outgoing president , Luiz Inácio Lula da Silva , is reflected in a widely shared sense of progress .	brazil 's strong economic performance and the popularity of its outgoing president , luiz inácio lulum da silva , be reflect in a widely share sense of progress .	La forte performance économique du Brésil et la popularité de son président sortant, Luiz Inácio Lula da Silva, se reflètent dans un sentiment de progrès largement partagé.	[(0, 5), (1, 0), (2, 1), (3, 3), (4, 2), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 12), (11, 11), (12, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 21), (20, 21), (21, 22), (22, 23), (23, 27), (24, 28), (25, 24), (26, 25), (27, 26), (28, 29)]
semeval2013.d008.s021	That is scarcer in Mexico and Central America , where the recession was more severe and violent crime has worsened .	that be scarcer in mexico and central_america , where the recession be more severe and violent crime have worsen .	Cela est plus rare au Mexique et en Amérique centrale, où la récession était plus grave et que des crimes violents se sont aggravés.	[(0, 0), (1, 1), (2, 2), (2, 3), (3, 7), (4, 5), (5, 6), (6, 9), (7, 5), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 21), (17, 20), (18, 23), (19, 24), (20, 25)]
semeval2013.d008.s022	For only the second time since the polls began , more respondents across Latin America as a whole cite crime , rather than unemployment , as the most important problem facing their country ( see chart 5 ) .	for only the second time since the poll begin , more respondent across latin_america as a whole cite crime , rather than unemployment , as the most important problem face they country ( see chart 5 ) .	Pour la deuxième fois que depuis le début des sondages, plus de répondants à travers l'Amérique latine dans leur ensemble citent la criminalité, plutôt que le chômage, comme le problème le plus important auquel leur pays est confronté (voir graphique 5).	[(0, 0), (1, 4), (2, 1), (3, 2), (4, 3), (5, 5), (6, 8), (7, 9), (8, 7), (9, 10), (10, 11), (11, 13), (12, 15), (13, 18), (14, 17), (15, 19), (17, 21), (18, 22), (19, 24), (20, 25), (21, 26), (22, 27), (23, 24), (23, 28), (23, 29), (24, 30), (25, 31), (26, 32), (27, 35), (28, 36), (29, 33), (30, 41), (31, 38), (32, 39), (33, 42), (34, 43), (35, 44), (36, 45), (37, 46), (38, 47)]
semeval2013.d008.s023	Some 31 % say that either they or a close relative have been victims of crime over the past year , but that is down from 38 % last year and is the lowest figure since 1995 .	some 31 % say that either they or a close relative have be victim of crime over the past year , but that be down from 38 % last year and be the lowest figure since 1995 .	Quelque 31% disent qu'ils ou un parent proche ont été victimes de criminalité au cours de la dernière année, mais cela est en baisse de 38% l'année dernière et est le chiffre le plus bas depuis 1995.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (6, 5), (7, 6), (8, 7), (9, 8), (10, 9), (11, 10), (12, 11), (13, 12), (14, 13), (15, 14), (16, 16), (17, 18), (18, 19), (19, 20), (20, 21), (21, 22), (22, 23), (23, 24), (24, 26), (25, 27), (26, 28), (27, 29), (28, 32), (29, 31), (30, 33), (31, 34), (32, 35), (33, 38), (33, 39), (34, 36), (35, 40), (36, 41), (37, 42)]
semeval2013.d008.s024	A more robust economic performance is reflected in rising support for private enterprise and the market economy : some 71 % of respondents across the region say that private enterprise is indispensable for development , up from 56 % in 2007 ( see chart 6 ) .	a more robust economic performance be reflect in rise support for private_enterprise and the market_economy : some 71 % of respondent across the region say that private_enterprise be indispensable for development , up from 56 % in 2007 ( see chart 6 ) .	Une performance économique plus robuste se reflète dans l'augmentation du soutien aux entreprises privées et à l'économie de marché: quelque 71% des répondants de la région disent que l'entreprise privée est indispensable pour le développement, contre 56% en 2007 (voir graphique 6).	[(0, 0), (1, 3), (2, 4), (3, 2), (4, 1), (5, 6), (6, 6), (7, 7), (8, 9), (9, 11), (10, 12), (11, 14), (12, 13), (13, 15), (14, 17), (15, 20), (16, 18), (17, 21), (18, 22), (19, 23), (20, 24), (21, 25), (22, 26), (23, 27), (24, 28), (25, 29), (26, 30), (27, 31), (28, 34), (29, 33), (30, 35), (31, 36), (32, 37), (33, 39), (34, 40), (36, 41), (37, 42), (38, 43), (39, 44), (40, 45), (41, 46), (42, 47), (43, 48), (44, 49), (45, 50), (46, 51)]
semeval2013.d008.s025	Some 58 % agree that the market economy is the only system that will make their country developed , up from 47 % last year .	some 58 % agree that the market_economy be the only system that will make they country develop , up from 47 % last year .	Quelque 58% conviennent que l'économie de marché est le seul système qui fera développer leur pays, contre 47% l'année dernière.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 8), (7, 6), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (14, 14), (15, 16), (16, 17), (17, 15), (18, 18), (20, 19), (21, 20), (22, 21), (23, 24), (24, 23), (25, 25)]
semeval2013.d008.s026	Interestingly , 62 % of respondents in Venezuela hold that view ( and 80 % there back private enterprise ) even though their left-wing president , Hugo Chávez , is expropriating many private companies .	interestingly , 62 % of respondent in venezuela hold that view ( and 80 % there back private_enterprise ) even though they left-wing president , hugo chávez , be expropriate many private company .	Fait intéressant, 62% des répondants au Venezuela détiennent ce point de vue (et 80% là-bas d'entreprise privée) même si leur président de gauche, Hugo Chávez, exproprie de nombreuses sociétés privées.	[(0, 0), (0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (16, 20), (17, 23), (18, 22), (19, 24), (20, 25), (21, 26), (22, 27), (23, 19), (23, 30), (24, 28), (25, 31), (26, 32), (27, 33), (28, 34), (29, 38), (30, 35), (31, 37), (32, 39), (33, 38), (34, 40)]
semeval2013.d008.s027	Brazil is the country which exercises most leadership in the region , mentioned by 19 % of respondents ( up from 18 % last year ) , followed by the United States ( 9 % , unchanged from last year ) and Venezuela ( 9 % , down from 11 % last year ) .	brazil be the country which exercise most leadership in the region , mention by 19 % of respondent ( up from 18 % last year ) , follow by the united_states ( 9 % , unchanged from last year ) and venezuela ( 9 % , down from 11 % last year ) .	Le Brésil est le pays qui exerce la plupart des dirigeants de la région, mentionné par 19% des répondants (contre 18% l'année dernière), suivis des États-Unis (9%, inchangés par rapport à l'année dernière) et du Venezuela (9%, contre 11% l'année dernière).	[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (5, 10), (6, 8), (7, 10), (9, 12), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 20), (18, 21), (20, 22), (21, 23), (22, 24), (23, 27), (24, 26), (25, 28), (26, 29), (27, 30), (28, 30), (29, 31), (30, 32), (31, 32), (32, 33), (33, 34), (34, 35), (35, 36), (36, 37), (37, 38), (38, 43), (39, 42), (40, 44), (41, 45), (42, 47), (43, 48), (44, 49), (45, 50), (46, 51), (48, 52), (49, 53), (50, 54), (51, 57), (52, 56), (53, 58), (54, 59)]
semeval2013.d008.s028	But the United States is seen as the most influential country by respondents in Mexico and much of Central America , whereas Venezuela enjoys that distinction in Ecuador , the Dominican Republic and Nicaragua .	but the united_states be see as the most influential country by respondent in mexico and much of central_america , whereas venezuela enjoy that distinction in ecuador , the dominican_republic and nicaragua .	Mais les États-Unis sont considérés comme le pays le plus influent par les répondants au Mexique et une grande partie de l'Amérique centrale, tandis que le Venezuela jouit de cette distinction en Équateur, en République dominicaine et au Nicaragua.	[(0, 0), (1, 1), (2, 2), (3, 2), (4, 3), (5, 4), (6, 5), (7, 6), (7, 8), (8, 9), (9, 10), (10, 7), (11, 11), (12, 13), (13, 14), (14, 15), (15, 16), (16, 18), (17, 20), (18, 23), (19, 15), (20, 24), (21, 25), (21, 26), (22, 28), (23, 29), (24, 31), (25, 32), (26, 33), (27, 34), (28, 35), (29, 21), (30, 38), (31, 37), (32, 39), (33, 41), (34, 42)]
semeval2013.d009.s000	Scalia and Thomas dine with healthcare law challengers as court takes case	scalium and thoma dine with healthcare law challenger as court take case	Scalia et Thomas dînent avec les adversaires du droit des soins de santé au fur et à mesure que le tribunal prend affaire	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 10), (5, 12), (6, 8), (7, 6), (8, 13), (9, 20), (10, 21), (11, 22)]
semeval2013.d009.s001	The day the Supreme Court gathered behind closed doors to consider the politically divisive question of whether it would hear a challenge to President Obama 's healthcare law , two of its justices , Antonin Scalia and Clarence Thomas , were feted at a dinner sponsored by the law firm that will argue the case before the high court .	the day the supreme_court gather behind close door to consider the politically divisive question of whether it would hear a challenge to president obama 's healthcare law , two of its justice , antonin scalium and clarence thoma , be fete at a dinner sponsor by the law_firm that will argue the case before the high_court .	Le jour où la Cour suprême s'est rassemblée à huis clos pour examiner la question politiquement diviseur de savoir si elle entendrait un défi au droit du président Obama, deux de ses juges, Antonin Scalia et Clarence Thomas, ont été fêtés lors d'un dîner parrainé par le cabinet d'avocats qui plaidera l'affaire devant la haute cour.	[(0, 0), (1, 1), (2, 3), (3, 5), (4, 4), (5, 7), (5, 8), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (11, 14), (12, 16), (13, 13), (13, 17), (14, 15), (15, 18), (16, 20), (17, 21), (18, 22), (19, 22), (20, 23), (21, 24), (22, 25), (23, 28), (24, 29), (25, 57), (27, 26), (28, 30), (29, 31), (30, 32), (31, 33), (32, 34), (33, 35), (34, 36), (35, 37), (36, 38), (37, 39), (38, 40), (39, 41), (40, 42), (41, 44), (42, 45), (43, 47), (44, 48), (45, 49), (46, 50), (47, 51), (48, 54), (49, 52), (50, 55), (52, 56), (53, 57), (54, 58), (55, 59), (56, 60), (57, 61), (58, 62), (59, 63)]
semeval2013.d009.s002	The occasion was last Thursday , when all nine justices met for a conference to pour over the petitions for review .	the occasion be last thursday , when all nine justice meet for a conference to pour over the petition for review .	L'occasion a eu lieu jeudi dernier, lorsque les neuf juges se sont rencontrés pour une conférence pour verser les pétitions pour examen.	[(0, 0), (1, 1), (2, 2), (3, 6), (4, 5), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 14), (11, 15), (12, 16), (13, 17), (14, 18), (15, 19), (17, 20), (18, 21), (19, 22), (20, 23), (21, 24)]
semeval2013.d009.s003	One of the cases at issue was a suit brought by 26 states challenging the sweeping healthcare overhaul passed by Congress last year , a law that has been a rallying cry for conservative activists nationwide .	one of the case at issue be a suit bring by 26 state challenge the sweeping healthcare overhaul pass by congress last year , a law that have be a rallying_cry for conservative activist nationwide .	L'un des cas en cause a été une action intentée par 26 États contestant la refonte des soins de santé adoptée par le Congrès l'année dernière, une loi qui a été un cri de ralliement pour les militants conservateurs du pays.	[(0, 1), (1, 2), (2, 0), (3, 3), (4, 4), (5, 5), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 14), (16, 18), (16, 20), (17, 16), (18, 21), (19, 22), (20, 24), (21, 27), (22, 26), (23, 28), (24, 29), (25, 30), (26, 31), (27, 32), (28, 33), (29, 34), (30, 37), (31, 35), (32, 38), (33, 41), (34, 40), (35, 43), (36, 44)]
